FaultorEarthquake,SourcePub,Profile_name,X_scale_meters_per_point,Y_scale_meters_per_point,Scarp_type,Num_events,Measure_method,Cell_size_meters,Latitude,longitude,Datum,UTM_easting,UTM_northing,zone,age,age_err
MonoBasinFaults,Bursik1989,Profile715,0.420624038,0.417508422,MES,unknown,Survey-Unknown,NA,37.800147,-119.077775,WGS84,NA,NA,NA,14,0
MonoBasinFaults,Bursik1989,Profile717,0.559440559,0.558055801,MES,unknown,Survey-Unknown,NA,37.800147,-119.077775,WGS84,NA,NA,NA,14,0
MonoBasinFaults,Bursik1989,Profile719,0.41906055,0.418541967,MES,unknown,Survey-Unknown,NA,37.800147,-119.077775,WGS84,NA,NA,NA,66,0
MonoBasinFaults,Bursik1989,Profile720,0.558055956,0.556678035,MES,unknown,Survey-Unknown,NA,37.800147,-119.077775,WGS84,NA,NA,NA,40,0
MonoBasinFaults,Bursik1989,Profile82,9.720770857,9.720756683,MES,unknown,Survey-Unknown,NA,37.800147,-119.077775,WGS84,NA,NA,NA,66,0
MonoBasinFaults,Bursik1989,Profile91,0.383222518,0.383222224,MES,unknown,Survey-Unknown,NA,37.800147,-119.077775,WGS84,NA,NA,NA,14,0
CosoRangeFaults,Roquemore1981,No1,0.454627338,0.22102316,SES,1,Survey-Stadia,NA,36,-117.75,WGS84,NA,NA,NA,0.5,0.1
CosoRangeFaults,Roquemore1981,No2,0.454627338,0.22102316,SES,1,Survey-Stadia,NA,36,-117.75,WGS84,NA,NA,NA,0.5,0.1
CosoRangeFaults,Roquemore1981,No3,0.454627338,0.22102316,SES,1,Survey-Stadia,NA,36,-117.75,WGS84,NA,NA,NA,0.5,0.1
CosoRangeFaults,Roquemore1981,No4,0.454627338,0.22102316,SES,1,Survey-Stadia,NA,36,-117.75,WGS84,NA,NA,NA,0.5,0.1
CosoRangeFaults,Roquemore1981,No5,0.454627338,0.22102316,SES,1,Survey-Stadia,NA,36,-117.75,WGS84,NA,NA,NA,0.5,0.1
CosoRangeFaults,Roquemore1981,No6,0.454627338,0.22102316,SES,1,Survey-Stadia,NA,36,-117.75,WGS84,NA,NA,NA,0.5,0.1
CosoRangeFaults,Roquemore1981,No7,0.454627338,0.22102316,SES,1,Survey-Stadia,NA,36,-117.75,WGS84,NA,NA,NA,0.5,0.1
Bilila-Mtakataka FaultMalawi,Hodge2019,M5,7.134638549,3.821264189,MES,unknown,PleiadesDEM,1,-14.45,34.55,WGS84,NA,NA,NA,6.4,4
Bilila-Mtakataka FaultMalawi,Hodge2019,K16,7.134638549,3.821264189,MES,unknown,PleiadesDEM,1,-14.45,34.55,WGS84,NA,NA,NA,6.4,4
Bilila-Mtakataka FaultMalawi,Hodge2019,M12,7.134638549,3.821264189,MES,unknown,PleiadesDEM,1,-14.45,34.55,WGS84,NA,NA,NA,6.4,4
Bilila-Mtakataka FaultMalawi,Hodge2019,K15,7.134638549,3.821264189,MES,unknown,PleiadesDEM,1,-14.45,34.55,WGS84,NA,NA,NA,6.4,4
BlackMountainFaultZone,Sohn2014,SiteA-EQ1,0.101795956,0.190336203,unknown,unknown,Survey-Theodolite,NA,35.97442,-116.717776,WGS84,NA,NA,NA,48.5,21.5
BlackMountainFaultZone,Sohn2014,SiteA-EQ2,0.168950101,0.162615868,unknown,unknown,Survey-Theodolite,NA,35.97442,-116.717776,WGS84,NA,NA,NA,16.5,10.5
BlackMountainFaultZone,Sohn2014,SiteA-EQ3,0.123915169,0.124207402,unknown,unknown,Survey-Theodolite,NA,35.97442,-116.717776,WGS84,NA,NA,NA,16.5,10.5
BlackMountainFaultZone,Sohn2014,SiteB-EQ2,0.550110854,0.603944421,unknown,unknown,Survey-Theodolite,NA,35.97442,-116.717776,WGS84,NA,NA,NA,6.5,2.5
WassukRangeFaultZone,Heins2021,NorthCanyon,0.432750867,0.243137682,SES,1,ALS,,38.300123,-118.592113,WGS84,NA,NA,NA,3.96,0.035
WassukRangeFaultZone,Heins2021,JohnstonCanyon1,0.252898659,0.245724239,MES,unknown,uSAV photogrammetry,,38.300123,-118.592113,WGS84,NA,NA,NA,10.871,1.588
WassukRangeFaultZone,Heins2021,JohnstonCanyon2,0.252437998,0.251066026,MES,unknown,ALS,,38.300123,-118.592113,WGS84,NA,NA,NA,10.328,1.324
WassukRangeFaultZone,Heins2021,CanyonA-1,0.202614706,0.200852821,MES,unknown,uSAV photogrammetry,,38.300123,-118.592113,WGS84,NA,NA,NA,12.929,2.107
WassukRangeFaultZone,Heins2021,CanyonA-2,0.291152222,0.292380563,MES,unknown,uSAV photogrammetry,,38.300123,-118.592113,WGS84,NA,NA,NA,22.985,3.399
WassukRangeFaultZone,Heins2021,CanyonB-1,0.251066054,0.245724154,MES,unknown,uSAV photogrammetry,,38.300123,-118.592113,WGS84,NA,NA,NA,6.833,0.995
WassukRangeFaultZone,Heins2021,CanyonB-2,0.223529772,0.226451942,MES,unknown,uSAV photogrammetry,,38.300123,-118.592113,WGS84,NA,NA,NA,10.367,1.469
WassukRangeFaultZone,Heins2021,JimCanyon,0.241864691,0.119989969,SES,1,uSAV photogrammetry,,38.300123,-118.592113,WGS84,NA,NA,NA,3.339,0.435
WassukRangeFaultZone,Heins2021,PowellCanyon,0.164399118,0.054995427,SES,1,uSAV photogrammetry,,38.300123,-118.592113,WGS84,NA,NA,NA,1.631,0.944
SangredeCristoFaultZone,McCalpin1982,25,0.739195275,0.739195275,MES,2–4,Survey-Theodolite,NA,38.19192181,-105.8155044,WGS84,NA,NA,NA,120,NA
SangredeCristoFaultZone,McCalpin1982,61,0.8381211,0.8381211,MES,2–4,Survey-Theodolite,NA,38.19192181,-105.8155044,WGS84,NA,NA,NA,400,NA
SangredeCristoFaultZone,McCalpin1982,36,0.645426956,0.645426956,SES,1,Survey-Theodolite,NA,38.19192181,-105.8155044,WGS84,NA,NA,NA,8,NA
SangredeCristoFaultZone,McCalpin1982,35,0.645426956,0.645426956,SES,1,Survey-Theodolite,NA,38.19192181,-105.8155044,WGS84,NA,NA,NA,13,NA
SangredeCristoFaultZone,McCalpin1982,34,0.645426956,0.645426956,MES,2–4,Survey-Theodolite,NA,38.19192181,-105.8155044,WGS84,NA,NA,NA,25,NA
SangredeCristoFaultZone,McCalpin1982,33,0.645426956,0.645426956,MES,2–4,Survey-Theodolite,NA,38.19192181,-105.8155044,WGS84,NA,NA,NA,120,NA
SangredeCristoFaultZone,McCalpin1982,32,0.645426956,0.645426956,MES,2–4,Survey-Theodolite,NA,38.19192181,-105.8155044,WGS84,NA,NA,NA,400,NA
SangredeCristoFaultZone,McCalpin1982,22,0.689463549,0.689463549,SES,1,Survey-Theodolite,NA,38.19192181,-105.8155044,WGS84,NA,NA,NA,13,NA
SangredeCristoFaultZone,McCalpin1982,26,0.689463549,0.689463549,MES,2–4,Survey-Theodolite,NA,38.19192181,-105.8155044,WGS84,NA,NA,NA,30,NA
SangredeCristoFaultZone,McCalpin1982,29,0.689463549,0.689463549,MES,2–4,Survey-Theodolite,NA,38.19192181,-105.8155044,WGS84,NA,NA,NA,60,NA
SangredeCristoFaultZone,McCalpin1982,30,0.689463549,0.689463549,MES,2–4,Survey-Theodolite,NA,38.19192181,-105.8155044,WGS84,NA,NA,NA,120,NA
SangredeCristoFaultZone,McCalpin1982,9,0.39277776,0.39277776,SES,1,Survey-Theodolite,NA,38.19192181,-105.8155044,WGS84,NA,NA,NA,8,NA
SangredeCristoFaultZone,McCalpin1982,4,0.39277776,0.39277776,MES,2–4,Survey-Theodolite,NA,38.19192181,-105.8155044,WGS84,NA,NA,NA,25,NA
SangredeCristoFaultZone,McCalpin1982,10,0.39277776,0.39277776,MES,2–4,Survey-Theodolite,NA,38.19192181,-105.8155044,WGS84,NA,NA,NA,120,NA
SangredeCristoFaultZone,McCalpin1982,3,0.39277776,0.39277776,MES,2–4,Survey-Theodolite,NA,38.19192181,-105.8155044,WGS84,NA,NA,NA,35,NA
SangredeCristoFaultZone,McCalpin1982,11,0.39277776,0.39277776,MES,2–4,Survey-Theodolite,NA,38.19192181,-105.8155044,WGS84,NA,NA,NA,400,NA
SangredeCristoFaultZone,McCalpin1982,7,0.39277776,0.39277776,MES,2–4,Survey-Theodolite,NA,38.19192181,-105.8155044,WGS84,NA,NA,NA,1000,NA
SangredeCristoFaultZone,McCalpin1982,48,0.301813446,0.301813446,SES,1,Survey-Theodolite,NA,38.19192181,-105.8155044,WGS84,NA,NA,NA,8,NA
SangredeCristoFaultZone,McCalpin1982,51,0.301813446,0.301813446,MES,2–4,Survey-Theodolite,NA,38.19192181,-105.8155044,WGS84,NA,NA,NA,25,NA
SangredeCristoFaultZone,McCalpin1982,49A,0.301813446,0.301813446,MES,2–4,Survey-Theodolite,NA,38.19192181,-105.8155044,WGS84,NA,NA,NA,120,NA
SangredeCristoFaultZone,McCalpin1982,48b,0.301813446,0.301813446,MES,2–4,Survey-Theodolite,NA,38.19192181,-105.8155044,WGS84,NA,NA,NA,120,NA
SangredeCristoFaultZone,McCalpin1982,50,0.301813446,0.301813446,MES,2–4,Survey-Theodolite,NA,38.19192181,-105.8155044,WGS84,NA,NA,NA,120,NA
SangredeCristoFaultZone,McCalpin1982,Bf3,0.313819907,0.313819907,MES,2–4,Survey-Theodolite,NA,38.19192181,-105.8155044,WGS84,NA,NA,NA,120,NA
SangredeCristoFaultZone,McCalpin1982,ptBf2,0.313819907,0.313819907,MES,2–4,Survey-Theodolite,NA,38.19192181,-105.8155044,WGS84,NA,NA,NA,60,NA
SangredeCristoFaultZone,McCalpin1982,82,0.354286708,0.354286708,SES,1,Survey-Theodolite,NA,38.19192181,-105.8155044,WGS84,NA,NA,NA,13,NA
SangredeCristoFaultZone,McCalpin1982,80,0.354286708,0.354286708,MES,2–4,Survey-Theodolite,NA,38.19192181,-105.8155044,WGS84,NA,NA,NA,25,NA
LagunaSaladaFaultZone,Spelz2008,Profile1,0.123111649,0.122711929,SES,1,Survey-laser,NA,32.32243531,-115.5448777,WGS84,NA,NA,NA,0.116,0
LagunaSaladaFaultZone,Spelz2008,Profile7,0.123111649,0.122711929,MES,unknown,Survey-laser,NA,32.32243531,-115.5448777,WGS84,NA,NA,NA,11,1
LagunaSaladaFaultZone,Spelz2008,Profile11,0.123111649,0.122711929,MES,unknown,Survey-laser,NA,32.32243531,-115.5448777,WGS84,NA,NA,NA,126,3
BreeFaultBelgium,Meghraoui2000,Site1_P2,0.674085702,0.049375706,MES,3,Survey-Theodolite,NA,51.11682,5.592322,WGS84,NA,NA,NA,43.95666667,2.1
BreeFaultBelgium,Meghraoui2000,Site1_P8,0.674085702,0.049375706,MES,3,Survey-Theodolite,NA,51.11682,5.592322,WGS84,NA,NA,NA,43.95666667,2.1
BreeFaultBelgium,Meghraoui2000,FP9,0.674085702,0.049375706,MES,3,Survey-Theodolite,NA,51.11682,5.592322,WGS84,NA,NA,NA,43.95666667,2.1
BreeFaultBelgium,Meghraoui2000,FP11,0.674085702,0.049375706,MES,3,Survey-Theodolite,NA,51.11682,5.592322,WGS84,NA,NA,NA,43.95666667,2.1
DeepSpringsValley,Lee2001,DSC_1,0.290174854,0.290174854,SES,1,Survey-Theodolite,NA,37.29229,-118.026912,WGS84,NA,NA,NA,1.96,0.055
DeepSpringsValley,Lee2001,DSC_2a,0.290174854,0.290174854,SES,1,Survey-Theodolite,NA,37.29229,-118.026912,WGS84,NA,NA,NA,1.96,0.055
DeepSpringsValley,Lee2001,DSC_2b,0.290174854,0.290174854,SES,1,Survey-Theodolite,NA,37.29229,-118.026912,WGS84,NA,NA,NA,1.96,0.055
DeepSpringsValley,Lee2001,DSC_3,0.290174854,0.290174854,SES,1,Survey-Theodolite,NA,37.29229,-118.026912,WGS84,NA,NA,NA,1.96,0.055
DeepSpringsValley,Lee2001,DSC_4a,0.290174854,0.290174854,SES,1,Survey-Theodolite,NA,37.29229,-118.026912,WGS84,NA,NA,NA,1.96,0.055
DeepSpringsValley,Lee2001,DSC_4b,0.290174854,0.290174854,SES,1,Survey-Theodolite,NA,37.29229,-118.026912,WGS84,NA,NA,NA,1.96,0.055
DeepSpringsValley,Lee2001,DSC_5a,0.290174854,0.290174854,SES,1,Survey-Theodolite,NA,37.29229,-118.026912,WGS84,NA,NA,NA,1.96,0.055
DeepSpringsValley,Lee2001,DSC_6a,0.290174854,0.290174854,SES,1,Survey-Theodolite,NA,37.29229,-118.026912,WGS84,NA,NA,NA,1.96,0.055
DeepSpringsValley,Lee2001,DSC_7a,0.290174854,0.290174854,SES,1,Survey-Theodolite,NA,37.29229,-118.026912,WGS84,NA,NA,NA,1.96,0.055
DeepSpringsValley,Lee2001,SP_1a,0.290174854,0.290174854,SES,1,Survey-Theodolite,NA,37.29229,-118.026912,WGS84,NA,NA,NA,1.96,0.055
DeepSpringsValley,Lee2001,SP_2,0.290174854,0.290174854,SES,1,Survey-Theodolite,NA,37.29229,-118.026912,WGS84,NA,NA,NA,1.96,0.055
DeepSpringsValley,Lee2001,SP_4,0.290174854,0.290174854,SES,1,Survey-Theodolite,NA,37.29229,-118.026912,WGS84,NA,NA,NA,1.96,0.055
DeepSpringsValley,Lee2001,SP_5,0.290174854,0.290174854,SES,1,Survey-Theodolite,NA,37.29229,-118.026912,WGS84,NA,NA,NA,1.96,0.055
DeepSpringsValley,Lee2001,SP_6,0.580349707,0.580349707,SES,1,Survey-Theodolite,NA,37.29229,-118.026912,WGS84,NA,NA,NA,1.96,0.055
EastSierraNevada,Berry1997,MN-1A,1.374722855,1.392318149,MES,unknown,Survey,NA,37.498784,-118.750755,WGS84,NA,NA,NA,3.8,0.14
EastSierraNevada,Berry1997,MN-1B,1.402080519,1.3916947,MES,unknown,Survey,NA,37.498784,-118.750755,WGS84,NA,NA,NA,3.8,0.14
EastSierraNevada,Berry1997,MN-2A,1.384855946,1.374722564,MES,unknown,Survey,NA,37.498784,-118.750755,WGS84,NA,NA,NA,3.8,0.14
EastSierraNevada,Berry1997,MN-2B,1.412622517,1.483253695,MES,unknown,Survey,NA,37.498784,-118.750755,WGS84,NA,NA,NA,3.8,0.14
EastSierraNevada,Berry1997,PC-1A,1.402080519,1.436016147,MES,estimated 7-9 in the past 20-25ka,Survey,NA,37.498784,-118.750755,WGS84,NA,NA,NA,7.9,0.25
EastSierraNevada,Berry1997,PC-1B,1.402080519,1.436016147,MES,estimated 7-9 in the past 20-25ka,Survey,NA,37.498784,-118.750755,WGS84,NA,NA,NA,7.9,0.25
EastSierraNevada,Berry1997,PC-2A,1.434189271,1.426928422,MES,estimated 7-9 in the past 20-25ka,Survey,NA,37.498784,-118.750755,WGS84,NA,NA,NA,7.9,0.25
EastSierraNevada,Berry1997,PC-2B,1.430549265,1.436015115,MES,estimated 7-9 in the past 20-25ka,Survey,NA,37.498784,-118.750755,WGS84,NA,NA,NA,7.9,0.25
EastSierraNevada,Berry1997,MT-A1,1.374722828,1.391693538,MES,unknown,Survey,NA,37.498784,-118.750755,WGS84,NA,NA,NA,20,5
EastSierraNevada,Berry1997,MT-A2,1.374722828,1.391693538,MES,unknown,Survey,NA,37.498784,-118.750755,WGS85,NA,NA,NA,20,5
EastSierraNevada,Berry1997,MT-B,1.364736838,1.366391817,MES,unknown,Survey,NA,37.498784,-118.750755,WGS84,NA,NA,NA,20,5
EastSierraNevada,Berry1997,MT-C,1.354895135,1.358159585,MES,unknown,Survey,NA,37.498784,-118.750755,WGS84,NA,NA,NA,20,5
EastSierraNevada,Berry1997,BN-A,0.684024846,0.704543885,SES,1,Survey,NA,37.498784,-118.750755,WGS84,NA,NA,NA,7.9,0.25
EastSierraNevada,Berry1997,MS-1A1,0.709869474,0.722610184,MES,estimated 4 in the past 13-15ka,Survey,NA,37.498784,-118.750755,WGS84,NA,NA,NA,7.9,0.25
EastSierraNevada,Berry1997,MS-1A2,0.709869474,0.722610184,SES,1,Survey,NA,37.498784,-118.750755,WGS85,NA,NA,NA,7.9,0.25
EastSierraNevada,Berry1997,MS-1B,0.704545474,0.704544878,MES,estimated 4 in the past 13-15ka,Survey,NA,37.498784,-118.750755,WGS84,NA,NA,NA,7.9,0.25
EastSierraNevada,Berry1997,MS-1B_2,0.704545474,0.704544878,MES,estimated 4 in the past 13-15ka,Survey,NA,37.498784,-118.750755,WGS84,NA,NA,NA,7.9,0.25
EastSierraNevada,Berry1997,MS-1C,1.405576913,1.391691601,MES,estimated 4 in the past 13-15ka,Survey,NA,37.498784,-118.750755,WGS84,NA,NA,NA,7.9,0.25
EastSierraNevada,Berry1997,MS-2,2.790279392,2.890453266,MES,estimated 14 in the past 25-40ka,Survey,NA,37.498784,-118.750755,WGS84,NA,NA,NA,20,5
EastSierraNevada,Berry1997,CW1-3,2.825244882,2.783394823,MES,unknown,Survey,NA,37.498784,-118.750755,WGS84,NA,NA,NA,20,5
EastSierraNevada,Berry1997,CW1-4,2.825244634,2.853852773,MES,unknown,Survey,NA,37.498784,-118.750755,WGS84,NA,NA,NA,20,5
EastSierraNevada,Berry1997,CW2-4A,2.818181784,2.853860917,MES,unknown,Survey,NA,37.498784,-118.750755,WGS84,NA,NA,NA,20,5
EastSierraNevada,Berry1997,CW2-4B,2.797202797,2.818175541,MES,unknown,Survey,NA,37.498784,-118.750755,WGS84,NA,NA,NA,20,5
EastSierraNevada,Berry1997,CW3-4,1.398601399,1.409091742,MES,unknown,Survey,NA,37.498784,-118.750755,WGS84,NA,NA,NA,20,5
SteensMtn,Hemphill1987,1,0.171840354,0.17079889,SES,1,Survey-Stadia,NA,42.624994,-118.516731,WGS84,NA,NA,NA,1.5,NA
SteensMtn,Hemphill1987,2,0.171840354,0.17079889,SES,1,Survey-Stadia,NA,42.624994,-118.516731,WGS84,NA,NA,NA,1.31,NA
SteensMtn,Hemphill1987,3,0.173961831,0.176136344,SES,1,Survey-Stadia,NA,42.624994,-118.516731,WGS84,NA,NA,NA,0.45,NA
SteensMtn,Hemphill1987,7,0.173961831,0.176136344,SES,1,Survey-Stadia,NA,42.624994,-118.516731,WGS84,NA,NA,NA,1.5,NA
SteensMtn,Hemphill1987,8,0.171840356,0.165775348,SES,1,Survey-Stadia,NA,42.624994,-118.516731,WGS84,NA,NA,NA,1.5,NA
SteensMtn,Hemphill1987,9,0.171840356,0.165775348,SES,1,Survey-Stadia,NA,42.624994,-118.516731,WGS84,NA,NA,NA,1.5,NA
SteensMtn,Hemphill1987,10,0.172894594,0.168249757,SES,1,Survey-Stadia,NA,42.624994,-118.516731,WGS84,NA,NA,NA,1.85,NA
SteensMtn,Hemphill1987,11,0.172894594,0.168249757,SES,1,Survey-Stadia,NA,42.624994,-118.516731,WGS84,NA,NA,NA,1.78,NA
SteensMtn,Hemphill1987,13,0.173961844,0.18479899,SES,1,Survey-Stadia,NA,42.624994,-118.516731,WGS84,NA,NA,NA,1.8,NA
SteensMtn,Hemphill1987,16,0.173961852,0.168249757,SES,1,Survey-Stadia,NA,42.624994,-118.516731,WGS84,NA,NA,NA,1.51,NA
SteensMtn,Hemphill1987,17,0.173961852,0.168249757,SES,1,Survey-Stadia,NA,42.624994,-118.516731,WGS84,NA,NA,NA,1.5,NA
SteensMtn,Hemphill1987,18,0.171840359,0.170798569,SES,1,Survey-Stadia,NA,42.624994,-118.516731,WGS84,NA,NA,NA,1.5,NA
SteensMtn,Hemphill1987,19,0.171840359,0.170798569,SES,1,Survey-Stadia,NA,42.624994,-118.516731,WGS84,NA,NA,NA,1.5,NA
HuoshanPiedmontFault,Xu2018,Site3,1.226330856,0.506883365,MES,3,Survey-dGPS,NA,36.40087628,111.80005,WGS84,NA,NA,NA,5.42,0.04
HuoshanPiedmontFault,Xu2018,Site4,1.822696887,0.852928549,MES,3,Survey-dGPS,NA,36.40087628,111.80005,WGS84,NA,NA,NA,5.42,0.04
HuoshanPiedmontFault,Xu2018,Site9,0.633604227,0.387074517,MES,3,Survey-dGPS,NA,36.40087628,111.80005,WGS84,NA,NA,NA,5.42,0.04
HuoshanPiedmontFault,Xu2018,Site13,2.661137887,0.249170263,MES,3,Survey-dGPS,NA,36.40087628,111.80005,WGS84,NA,NA,NA,5.42,0.04
HotanQiraFault,Avouac1993,P118,2.407448936,0.313845564,MES,unknown,Survey-Theodolite,NA,36.83496615,80.49904483,WGS84,NA,NA,NA,10.2,3
